timestamp,cloud_cover,temp_c
2026-07-10 00:00:00,0.2163,26.512
2026-07-10 00:15:00,0.0748,26.303
2026-07-10 00:30:00,0.033,26.412
2026-07-10 00:45:00,0.207,26.639
2026-07-10 01:00:00,0.0,26.271
2026-07-10 01:15:00,0.0349,25.767
2026-07-10 01:30:00,0.267,25.957
2026-07-10 01:45:00,0.0,25.23
2026-07-10 02:00:00,0.0511,25.761
2026-07-10 02:15:00,0.026,26.163
2026-07-10 02:30:00,0.2537,25.768
2026-07-10 02:45:00,0.1637,25.853
2026-07-10 03:00:00,0.0351,25.947
2026-07-10 03:15:00,0.0,25.742
2026-07-10 03:30:00,0.0,26.122
2026-07-10 03:45:00,0.0639,26.627
2026-07-10 04:00:00,0.1578,26.083
2026-07-10 04:15:00,0.239,26.144
2026-07-10 04:30:00,0.1417,27.219
2026-07-10 04:45:00,0.371,26.075
2026-07-10 05:00:00,0.0,26.956
2026-07-10 05:15:00,0.2567,27.104
2026-07-10 05:30:00,0.2393,27.539
2026-07-10 05:45:00,0.1453,26.919
2026-07-10 06:00:00,0.4081,27.361
2026-07-10 06:15:00,0.334,27.99
2026-07-10 06:30:00,0.0596,28.572
2026-07-10 06:45:00,0.0,28.7
2026-07-10 07:00:00,0.0,28.329
2026-07-10 07:15:00,0.0868,28.738
2026-07-10 07:30:00,0.2406,29.402
2026-07-10 07:45:00,0.0,29.074
2026-07-10 08:00:00,0.0,29.924
2026-07-10 08:15:00,0.0,30.032
2026-07-10 08:30:00,0.3144,30.015
2026-07-10 08:45:00,0.1201,30.084
2026-07-10 09:00:00,0.2075,30.629
2026-07-10 09:15:00,0.1362,30.305
2026-07-10 09:30:00,0.1776,30.084
2026-07-10 09:45:00,0.2373,30.954
2026-07-10 10:00:00,0.0144,31.702
2026-07-10 10:15:00,0.1455,32.186
2026-07-10 10:30:00,0.0,31.362
2026-07-10 10:45:00,0.0768,31.409
2026-07-10 11:00:00,0.4008,31.663
2026-07-10 11:15:00,0.0835,32.211
2026-07-10 11:30:00,0.0377,32.715
2026-07-10 11:45:00,0.1622,32.907
2026-07-10 12:00:00,0.2332,32.019
2026-07-10 12:15:00,0.0,33.039
2026-07-10 12:30:00,0.0523,33.124
2026-07-10 12:45:00,0.2263,32.974
2026-07-10 13:00:00,0.0419,33.104
2026-07-10 13:15:00,0.1204,32.482
2026-07-10 13:30:00,0.2343,33.051
2026-07-10 13:45:00,0.2553,32.823
2026-07-10 14:00:00,0.168,32.875
2026-07-10 14:15:00,0.1467,32.87
2026-07-10 14:30:00,0.1411,32.869
2026-07-10 14:45:00,0.2558,32.79
2026-07-10 15:00:00,0.0,32.886
2026-07-10 15:15:00,0.0,32.623
2026-07-10 15:30:00,0.0,32.74
2026-07-10 15:45:00,0.0612,32.083
2026-07-10 16:00:00,0.0,32.448
2026-07-10 16:15:00,0.0212,31.956
2026-07-10 16:30:00,0.0313,32.182
2026-07-10 16:45:00,0.0217,31.95
2026-07-10 17:00:00,0.034,31.71
2026-07-10 17:15:00,0.1097,31.625
2026-07-10 17:30:00,0.0,31.914
2026-07-10 17:45:00,0.115,31.301
2026-07-10 18:00:00,0.0976,31.038
2026-07-10 18:15:00,0.0624,31.536
2026-07-10 18:30:00,0.0523,30.961
2026-07-10 18:45:00,0.2636,30.377
2026-07-10 19:00:00,0.063,30.347
2026-07-10 19:15:00,0.2309,29.943
2026-07-10 19:30:00,0.1099,29.745
2026-07-10 19:45:00,0.1656,29.604
2026-07-10 20:00:00,0.0348,29.306
2026-07-10 20:15:00,0.283,29.26
2026-07-10 20:30:00,0.091,29.334
2026-07-10 20:45:00,0.0,28.555
2026-07-10 21:00:00,0.0,28.632
2026-07-10 21:15:00,0.0234,28.347
2026-07-10 21:30:00,0.0,28.243
2026-07-10 21:45:00,0.2743,27.968
2026-07-10 22:00:00,0.1083,27.612
2026-07-10 22:15:00,0.3259,27.882
2026-07-10 22:30:00,0.0965,27.512
2026-07-10 22:45:00,0.0,27.425
2026-07-10 23:00:00,0.2335,27.044
2026-07-10 23:15:00,0.0,26.802
2026-07-10 23:30:00,0.0279,27.163
2026-07-10 23:45:00,0.0,26.646
2026-07-11 00:00:00,0.8125,26.08
2026-07-11 00:15:00,1.0,25.546
2026-07-11 00:30:00,1.0,25.303
2026-07-11 00:45:00,0.9832,25.58
2026-07-11 01:00:00,0.8607,25.981
2026-07-11 01:15:00,0.8892,25.5
2026-07-11 01:30:00,0.7578,25.657
2026-07-11 01:45:00,0.8189,25.854
2026-07-11 02:00:00,0.8302,25.84
2026-07-11 02:15:00,0.6628,25.314
2026-07-11 02:30:00,0.7853,25.853
2026-07-11 02:45:00,0.9648,25.53
2026-07-11 03:00:00,0.7876,25.741
2026-07-11 03:15:00,0.9677,25.914
2026-07-11 03:30:00,0.8613,25.667
2026-07-11 03:45:00,0.9834,26.331
2026-07-11 04:00:00,0.8336,25.833
2026-07-11 04:15:00,1.0,26.144
2026-07-11 04:30:00,0.8296,26.313
2026-07-11 04:45:00,0.8483,26.505
2026-07-11 05:00:00,0.8394,26.382
2026-07-11 05:15:00,0.7976,26.639
2026-07-11 05:30:00,0.7307,27.123
2026-07-11 05:45:00,0.8455,26.741
2026-07-11 06:00:00,1.0,27.173
2026-07-11 06:15:00,0.8441,27.548
2026-07-11 06:30:00,1.0,27.737
2026-07-11 06:45:00,0.7157,28.45
2026-07-11 07:00:00,0.8647,28.261
2026-07-11 07:15:00,0.8587,28.567
2026-07-11 07:30:00,1.0,29.206
2026-07-11 07:45:00,1.0,28.373
2026-07-11 08:00:00,0.9065,29.57
2026-07-11 08:15:00,0.8465,29.383
2026-07-11 08:30:00,0.7006,29.62
2026-07-11 08:45:00,0.9504,29.489
2026-07-11 09:00:00,0.853,29.956
2026-07-11 09:15:00,0.7295,30.918
2026-07-11 09:30:00,0.8764,30.187
2026-07-11 09:45:00,0.8734,30.996
2026-07-11 10:00:00,1.0,30.643
2026-07-11 10:15:00,0.87,31.022
2026-07-11 10:30:00,0.8046,31.264
2026-07-11 10:45:00,0.8855,31.026
2026-07-11 11:00:00,0.9051,31.516
2026-07-11 11:15:00,0.911,31.463
2026-07-11 11:30:00,1.0,32.036
2026-07-11 11:45:00,0.7037,31.608
2026-07-11 12:00:00,1.0,31.73
2026-07-11 12:15:00,0.7572,32.593
2026-07-11 12:30:00,0.8979,32.407
2026-07-11 12:45:00,0.7143,32.451
2026-07-11 13:00:00,0.99,32.329
2026-07-11 13:15:00,1.0,32.82
2026-07-11 13:30:00,1.0,32.771
2026-07-11 13:45:00,0.889,32.408
2026-07-11 14:00:00,0.6768,32.913
2026-07-11 14:15:00,0.6779,32.65
2026-07-11 14:30:00,0.7572,32.747
2026-07-11 14:45:00,0.8933,32.777
2026-07-11 15:00:00,0.945,33.024
2026-07-11 15:15:00,0.907,32.576
2026-07-11 15:30:00,0.9594,31.735
2026-07-11 15:45:00,0.8773,32.618
2026-07-11 16:00:00,0.9383,32.011
2026-07-11 16:15:00,0.8481,32.151
2026-07-11 16:30:00,0.9053,31.568
2026-07-11 16:45:00,0.7843,31.556
2026-07-11 17:00:00,0.9266,31.787
2026-07-11 17:15:00,0.8551,31.241
2026-07-11 17:30:00,0.7163,30.918
2026-07-11 17:45:00,0.8731,31.105
2026-07-11 18:00:00,0.8105,31.394
2026-07-11 18:15:00,1.0,30.796
2026-07-11 18:30:00,1.0,30.083
2026-07-11 18:45:00,1.0,30.377
2026-07-11 19:00:00,0.7729,30.188
2026-07-11 19:15:00,0.6354,29.863
2026-07-11 19:30:00,0.9072,29.489
2026-07-11 19:45:00,0.9393,29.047
2026-07-11 20:00:00,1.0,28.472
2026-07-11 20:15:00,0.7139,28.907
2026-07-11 20:30:00,1.0,28.651
2026-07-11 20:45:00,0.7757,28.518
2026-07-11 21:00:00,0.6967,28.079
2026-07-11 21:15:00,0.9838,28.264
2026-07-11 21:30:00,0.7925,27.743
2026-07-11 21:45:00,0.825,27.057
2026-07-11 22:00:00,0.771,27.162
2026-07-11 22:15:00,0.8638,27.089
2026-07-11 22:30:00,0.8574,27.283
2026-07-11 22:45:00,0.7904,26.701
2026-07-11 23:00:00,0.946,26.624
2026-07-11 23:15:00,0.7797,26.497
2026-07-11 23:30:00,0.9148,26.055
2026-07-11 23:45:00,0.9585,26.172
2026-07-12 00:00:00,0.496,24.287
2026-07-12 00:15:00,0.2781,24.538
2026-07-12 00:30:00,0.4464,24.4
2026-07-12 00:45:00,0.5427,24.134
2026-07-12 01:00:00,0.447,25.196
2026-07-12 01:15:00,0.1888,24.706
2026-07-12 01:30:00,0.3297,24.473
2026-07-12 01:45:00,0.2761,24.668
2026-07-12 02:00:00,0.5331,24.151
2026-07-12 02:15:00,0.4367,24.555
2026-07-12 02:30:00,0.3987,24.631
2026-07-12 02:45:00,0.1759,24.92
2026-07-12 03:00:00,0.2662,24.558
2026-07-12 03:15:00,0.3826,24.246
2026-07-12 03:30:00,0.2555,24.79
2026-07-12 03:45:00,0.5098,24.569
2026-07-12 04:00:00,0.1871,24.941
2026-07-12 04:15:00,0.3888,24.943
2026-07-12 04:30:00,0.4087,25.124
2026-07-12 04:45:00,0.2169,25.568
2026-07-12 05:00:00,0.3766,25.685
2026-07-12 05:15:00,0.3807,25.186
2026-07-12 05:30:00,0.7403,25.834
2026-07-12 05:45:00,0.0985,26.137
2026-07-12 06:00:00,0.5623,26.288
2026-07-12 06:15:00,0.3745,26.3
2026-07-12 06:30:00,0.5919,27.17
2026-07-12 06:45:00,0.8067,26.771
2026-07-12 07:00:00,0.3654,27.545
2026-07-12 07:15:00,0.3488,27.096
2026-07-12 07:30:00,0.4423,27.433
2026-07-12 07:45:00,0.2789,27.848
2026-07-12 08:00:00,0.3983,27.428
2026-07-12 08:15:00,0.3398,28.272
2026-07-12 08:30:00,0.6643,28.512
2026-07-12 08:45:00,0.4144,28.824
2026-07-12 09:00:00,0.3859,28.994
2026-07-12 09:15:00,0.4055,28.552
2026-07-12 09:30:00,0.5409,29.642
2026-07-12 09:45:00,0.3224,28.889
2026-07-12 10:00:00,0.274,29.952
2026-07-12 10:15:00,0.5433,30.472
2026-07-12 10:30:00,0.2399,29.676
2026-07-12 10:45:00,0.3331,29.906
2026-07-12 11:00:00,0.3772,30.218
2026-07-12 11:15:00,0.2838,30.65
2026-07-12 11:30:00,0.4075,30.637
2026-07-12 11:45:00,0.2547,30.838
2026-07-12 12:00:00,0.6673,31.079
2026-07-12 12:15:00,0.5168,31.087
2026-07-12 12:30:00,0.3638,30.915
2026-07-12 12:45:00,0.384,31.297
